date,region,type_name,sum,mean,min,max
2024-09-20T10,MISO,Hydro,357.0,357.0,357.0,357.0
2024-09-20T10,MISO,Natural Gas,27500.0,27500.0,27500.0,27500.0
2024-09-20T10,MISO,Nuclear,11395.0,11395.0,11395.0,11395.0
2024-09-20T10,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-20T10,MISO,Wind,5460.0,5460.0,5460.0,5460.0
2024-09-20T10,PJM,Coal,9338.0,9338.0,9338.0,9338.0
2024-09-20T10,PJM,Hydro,517.0,517.0,517.0,517.0
2024-09-20T10,PJM,Natural Gas,43350.0,43350.0,43350.0,43350.0
2024-09-20T10,PJM,Nuclear,31281.0,31281.0,31281.0,31281.0
2024-09-20T10,PJM,Solar,11.0,11.0,11.0,11.0
2024-09-20T10,PJM,Wind,1624.0,1624.0,1624.0,1624.0
2024-09-20T11,MISO,Coal,21450.0,21450.0,21450.0,21450.0
2024-09-20T11,MISO,Hydro,354.0,354.0,354.0,354.0
2024-09-20T11,MISO,Natural Gas,28321.0,28321.0,28321.0,28321.0
2024-09-20T11,MISO,Nuclear,11391.0,11391.0,11391.0,11391.0
2024-09-20T11,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-20T11,MISO,Wind,5658.0,5658.0,5658.0,5658.0
2024-09-20T11,PJM,Coal,10306.0,10306.0,10306.0,10306.0
2024-09-20T11,PJM,Hydro,624.0,624.0,624.0,624.0
2024-09-20T11,PJM,Natural Gas,45824.0,45824.0,45824.0,45824.0
2024-09-20T11,PJM,Nuclear,31273.0,31273.0,31273.0,31273.0
2024-09-20T11,PJM,Solar,180.0,180.0,180.0,180.0
2024-09-20T11,PJM,Wind,1408.0,1408.0,1408.0,1408.0
2024-09-20T12,MISO,Coal,23704.0,23704.0,23704.0,23704.0
2024-09-20T12,MISO,Hydro,331.0,331.0,331.0,331.0
2024-09-20T12,MISO,Natural Gas,29516.0,29516.0,29516.0,29516.0
2024-09-20T12,MISO,Nuclear,11371.0,11371.0,11371.0,11371.0
2024-09-20T12,MISO,Solar,4.0,4.0,4.0,4.0
2024-09-20T12,MISO,Wind,5677.0,5677.0,5677.0,5677.0
2024-09-20T12,PJM,Coal,10595.0,10595.0,10595.0,10595.0
2024-09-20T12,PJM,Hydro,459.0,459.0,459.0,459.0
2024-09-20T12,PJM,Natural Gas,45352.0,45352.0,45352.0,45352.0
2024-09-20T12,PJM,Nuclear,31273.0,31273.0,31273.0,31273.0
2024-09-20T12,PJM,Solar,2707.0,2707.0,2707.0,2707.0
2024-09-20T12,PJM,Wind,1737.0,1737.0,1737.0,1737.0
2024-09-20T13,MISO,Coal,23900.0,23900.0,23900.0,23900.0
2024-09-20T13,MISO,Hydro,297.0,297.0,297.0,297.0
2024-09-20T13,MISO,Natural Gas,29309.0,29309.0,29309.0,29309.0
2024-09-20T13,MISO,Nuclear,11283.0,11283.0,11283.0,11283.0
2024-09-20T13,MISO,Solar,646.0,646.0,646.0,646.0
2024-09-20T13,MISO,Wind,6140.0,6140.0,6140.0,6140.0
2024-09-20T13,PJM,Coal,10700.0,10700.0,10700.0,10700.0
2024-09-20T13,PJM,Hydro,320.0,320.0,320.0,320.0
2024-09-20T13,PJM,Natural Gas,45662.0,45662.0,45662.0,45662.0
2024-09-20T13,PJM,Nuclear,31252.0,31252.0,31252.0,31252.0
2024-09-20T13,PJM,Solar,5526.0,5526.0,5526.0,5526.0
2024-09-20T13,PJM,Wind,1273.0,1273.0,1273.0,1273.0
2024-09-20T14,MISO,Coal,23927.0,23927.0,23927.0,23927.0
2024-09-20T14,MISO,Hydro,298.0,298.0,298.0,298.0
2024-09-20T14,MISO,Natural Gas,29783.0,29783.0,29783.0,29783.0
2024-09-20T14,MISO,Nuclear,11189.0,11189.0,11189.0,11189.0
2024-09-20T14,MISO,Solar,2885.0,2885.0,2885.0,2885.0
2024-09-20T14,MISO,Wind,5053.0,5053.0,5053.0,5053.0
2024-09-20T14,PJM,Coal,11590.0,11590.0,11590.0,11590.0
2024-09-20T14,PJM,Hydro,336.0,336.0,336.0,336.0
2024-09-20T14,PJM,Natural Gas,46665.0,46665.0,46665.0,46665.0
2024-09-20T14,PJM,Nuclear,31214.0,31214.0,31214.0,31214.0
2024-09-20T14,PJM,Solar,6002.0,6002.0,6002.0,6002.0
2024-09-20T14,PJM,Wind,971.0,971.0,971.0,971.0
2024-09-20T15,MISO,Coal,24795.0,24795.0,24795.0,24795.0
2024-09-20T15,MISO,Hydro,300.0,300.0,300.0,300.0
2024-09-20T15,MISO,Natural Gas,32391.0,32391.0,32391.0,32391.0
2024-09-20T15,MISO,Nuclear,11100.0,11100.0,11100.0,11100.0
2024-09-20T15,MISO,Solar,4947.0,4947.0,4947.0,4947.0
2024-09-20T15,MISO,Wind,2912.0,2912.0,2912.0,2912.0
2024-09-20T15,PJM,Coal,12274.0,12274.0,12274.0,12274.0
2024-09-20T15,PJM,Hydro,359.0,359.0,359.0,359.0
2024-09-20T15,PJM,Natural Gas,49031.0,49031.0,49031.0,49031.0
2024-09-20T15,PJM,Nuclear,31176.0,31176.0,31176.0,31176.0
2024-09-20T15,PJM,Solar,6321.0,6321.0,6321.0,6321.0
2024-09-20T15,PJM,Wind,866.0,866.0,866.0,866.0
2024-09-20T16,MISO,Coal,26402.0,26402.0,26402.0,26402.0
2024-09-20T16,MISO,Hydro,434.0,434.0,434.0,434.0
2024-09-20T16,MISO,Natural Gas,35615.0,35615.0,35615.0,35615.0
2024-09-20T16,MISO,Nuclear,10999.0,10999.0,10999.0,10999.0
2024-09-20T16,MISO,Solar,5675.0,5675.0,5675.0,5675.0
2024-09-20T16,MISO,Wind,2060.0,2060.0,2060.0,2060.0
2024-09-20T16,PJM,Coal,12862.0,12862.0,12862.0,12862.0
2024-09-20T16,PJM,Hydro,1380.0,1380.0,1380.0,1380.0
2024-09-20T16,PJM,Natural Gas,49484.0,49484.0,49484.0,49484.0
2024-09-20T16,PJM,Nuclear,31268.0,31268.0,31268.0,31268.0
2024-09-20T16,PJM,Solar,6306.0,6306.0,6306.0,6306.0
2024-09-20T16,PJM,Wind,1028.0,1028.0,1028.0,1028.0
2024-09-20T17,MISO,Coal,26913.0,26913.0,26913.0,26913.0
2024-09-20T17,MISO,Hydro,1131.0,1131.0,1131.0,1131.0
2024-09-20T17,MISO,Natural Gas,38153.0,38153.0,38153.0,38153.0
2024-09-20T17,MISO,Nuclear,10942.0,10942.0,10942.0,10942.0
2024-09-20T17,MISO,Solar,6074.0,6074.0,6074.0,6074.0
2024-09-20T17,MISO,Wind,2802.0,2802.0,2802.0,2802.0
2024-09-20T17,PJM,Coal,13077.0,13077.0,13077.0,13077.0
2024-09-20T17,PJM,Hydro,2226.0,2226.0,2226.0,2226.0
2024-09-20T17,PJM,Natural Gas,53717.0,53717.0,53717.0,53717.0
2024-09-20T17,PJM,Nuclear,31358.0,31358.0,31358.0,31358.0
2024-09-20T17,PJM,Solar,5788.0,5788.0,5788.0,5788.0
2024-09-20T17,PJM,Wind,1104.0,1104.0,1104.0,1104.0
2024-09-20T18,MISO,Coal,27634.0,27634.0,27634.0,27634.0
2024-09-20T18,MISO,Hydro,1889.0,1889.0,1889.0,1889.0
2024-09-20T18,MISO,Natural Gas,41172.0,41172.0,41172.0,41172.0
2024-09-20T18,MISO,Nuclear,10901.0,10901.0,10901.0,10901.0
2024-09-20T18,MISO,Solar,5980.0,5980.0,5980.0,5980.0
2024-09-20T18,MISO,Wind,3084.0,3084.0,3084.0,3084.0
2024-09-20T18,PJM,Coal,13499.0,13499.0,13499.0,13499.0
2024-09-20T18,PJM,Hydro,2176.0,2176.0,2176.0,2176.0
2024-09-20T18,PJM,Natural Gas,57097.0,57097.0,57097.0,57097.0
2024-09-20T18,PJM,Nuclear,31420.0,31420.0,31420.0,31420.0
2024-09-20T18,PJM,Solar,6031.0,6031.0,6031.0,6031.0
2024-09-20T18,PJM,Wind,1331.0,1331.0,1331.0,1331.0
2024-09-20T19,MISO,Coal,29299.0,29299.0,29299.0,29299.0
2024-09-20T19,MISO,Hydro,2230.0,2230.0,2230.0,2230.0
2024-09-20T19,MISO,Natural Gas,44049.0,44049.0,44049.0,44049.0
2024-09-20T19,MISO,Nuclear,10893.0,10893.0,10893.0,10893.0
2024-09-20T19,MISO,Solar,5760.0,5760.0,5760.0,5760.0
2024-09-20T19,MISO,Wind,3048.0,3048.0,3048.0,3048.0
2024-09-20T19,PJM,Coal,14043.0,14043.0,14043.0,14043.0
2024-09-20T19,PJM,Hydro,2756.0,2756.0,2756.0,2756.0
2024-09-20T19,PJM,Natural Gas,60628.0,60628.0,60628.0,60628.0
2024-09-20T19,PJM,Nuclear,31388.0,31388.0,31388.0,31388.0
2024-09-20T19,PJM,Solar,6027.0,6027.0,6027.0,6027.0
2024-09-20T19,PJM,Wind,1533.0,1533.0,1533.0,1533.0
2024-09-20T20,MISO,Coal,29926.0,29926.0,29926.0,29926.0
2024-09-20T20,MISO,Hydro,2459.0,2459.0,2459.0,2459.0
2024-09-20T20,MISO,Natural Gas,44341.0,44341.0,44341.0,44341.0
2024-09-20T20,MISO,Nuclear,10881.0,10881.0,10881.0,10881.0
2024-09-20T20,MISO,Solar,5589.0,5589.0,5589.0,5589.0
2024-09-20T20,MISO,Wind,3586.0,3586.0,3586.0,3586.0
2024-09-20T20,PJM,Coal,14309.0,14309.0,14309.0,14309.0
2024-09-20T20,PJM,Hydro,3402.0,3402.0,3402.0,3402.0
2024-09-20T20,PJM,Natural Gas,61534.0,61534.0,61534.0,61534.0
2024-09-20T20,PJM,Nuclear,31383.0,31383.0,31383.0,31383.0
2024-09-20T20,PJM,Solar,5793.0,5793.0,5793.0,5793.0
2024-09-20T20,PJM,Wind,1434.0,1434.0,1434.0,1434.0
2024-09-20T21,MISO,Coal,30321.0,30321.0,30321.0,30321.0
2024-09-20T21,MISO,Hydro,2861.0,2861.0,2861.0,2861.0
2024-09-20T21,MISO,Natural Gas,45031.0,45031.0,45031.0,45031.0
2024-09-20T21,MISO,Nuclear,10876.0,10876.0,10876.0,10876.0
2024-09-20T21,MISO,Solar,5707.0,5707.0,5707.0,5707.0
2024-09-20T21,MISO,Wind,4023.0,4023.0,4023.0,4023.0
2024-09-20T21,PJM,Coal,14709.0,14709.0,14709.0,14709.0
2024-09-20T21,PJM,Hydro,4454.0,4454.0,4454.0,4454.0
2024-09-20T21,PJM,Natural Gas,63133.0,63133.0,63133.0,63133.0
2024-09-20T21,PJM,Nuclear,31361.0,31361.0,31361.0,31361.0
2024-09-20T21,PJM,Solar,4002.0,4002.0,4002.0,4002.0
2024-09-20T21,PJM,Wind,1517.0,1517.0,1517.0,1517.0
2024-09-20T22,MISO,Coal,30377.0,30377.0,30377.0,30377.0
2024-09-20T22,MISO,Hydro,2913.0,2913.0,2913.0,2913.0
2024-09-20T22,MISO,Natural Gas,45039.0,45039.0,45039.0,45039.0
2024-09-20T22,MISO,Nuclear,10873.0,10873.0,10873.0,10873.0
2024-09-20T22,MISO,Solar,5306.0,5306.0,5306.0,5306.0
2024-09-20T22,MISO,Wind,4248.0,4248.0,4248.0,4248.0
2024-09-20T22,PJM,Coal,14787.0,14787.0,14787.0,14787.0
2024-09-20T22,PJM,Hydro,3952.0,3952.0,3952.0,3952.0
2024-09-20T22,PJM,Natural Gas,62373.0,62373.0,62373.0,62373.0
2024-09-20T22,PJM,Nuclear,31377.0,31377.0,31377.0,31377.0
2024-09-20T22,PJM,Solar,1263.0,1263.0,1263.0,1263.0
2024-09-20T22,PJM,Wind,1108.0,1108.0,1108.0,1108.0
2024-09-20T23,MISO,Coal,30464.0,30464.0,30464.0,30464.0
2024-09-20T23,MISO,Hydro,2887.0,2887.0,2887.0,2887.0
2024-09-20T23,MISO,Natural Gas,45100.0,45100.0,45100.0,45100.0
2024-09-20T23,MISO,Nuclear,10867.0,10867.0,10867.0,10867.0
2024-09-20T23,MISO,Solar,3623.0,3623.0,3623.0,3623.0
2024-09-20T23,MISO,Wind,4412.0,4412.0,4412.0,4412.0
2024-09-20T23,PJM,Coal,14385.0,14385.0,14385.0,14385.0
2024-09-20T23,PJM,Hydro,3426.0,3426.0,3426.0,3426.0
2024-09-20T23,PJM,Natural Gas,60512.0,60512.0,60512.0,60512.0
2024-09-20T23,PJM,Nuclear,31366.0,31366.0,31366.0,31366.0
2024-09-20T23,PJM,Solar,39.0,39.0,39.0,39.0
2024-09-20T23,PJM,Wind,865.0,865.0,865.0,865.0
2024-09-21T00,MISO,Coal,30362.0,30362.0,30362.0,30362.0
2024-09-21T00,MISO,Hydro,2724.0,2724.0,2724.0,2724.0
2024-09-21T00,MISO,Natural Gas,44447.0,44447.0,44447.0,44447.0
2024-09-21T00,MISO,Nuclear,10869.0,10869.0,10869.0,10869.0
2024-09-21T00,MISO,Solar,830.0,830.0,830.0,830.0
2024-09-21T00,MISO,Wind,4709.0,4709.0,4709.0,4709.0
2024-09-21T00,PJM,Coal,13772.0,13772.0,13772.0,13772.0
2024-09-21T00,PJM,Hydro,2959.0,2959.0,2959.0,2959.0
2024-09-21T00,PJM,Natural Gas,56610.0,56610.0,56610.0,56610.0
2024-09-21T00,PJM,Nuclear,31370.0,31370.0,31370.0,31370.0
2024-09-21T00,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T00,PJM,Wind,874.0,874.0,874.0,874.0
2024-09-21T01,MISO,Coal,29461.0,29461.0,29461.0,29461.0
2024-09-21T01,MISO,Hydro,2365.0,2365.0,2365.0,2365.0
2024-09-21T01,MISO,Natural Gas,42320.0,42320.0,42320.0,42320.0
2024-09-21T01,MISO,Nuclear,10814.0,10814.0,10814.0,10814.0
2024-09-21T01,MISO,Solar,5.0,5.0,5.0,5.0
2024-09-21T01,MISO,Wind,6215.0,6215.0,6215.0,6215.0
2024-09-21T01,PJM,Coal,13559.0,13559.0,13559.0,13559.0
2024-09-21T01,PJM,Hydro,2110.0,2110.0,2110.0,2110.0
2024-09-21T01,PJM,Natural Gas,52695.0,52695.0,52695.0,52695.0
2024-09-21T01,PJM,Nuclear,31378.0,31378.0,31378.0,31378.0
2024-09-21T01,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T01,PJM,Wind,664.0,664.0,664.0,664.0
2024-09-21T02,MISO,Coal,27961.0,27961.0,27961.0,27961.0
2024-09-21T02,MISO,Hydro,1084.0,1084.0,1084.0,1084.0
2024-09-21T02,MISO,Natural Gas,38960.0,38960.0,38960.0,38960.0
2024-09-21T02,MISO,Nuclear,10725.0,10725.0,10725.0,10725.0
2024-09-21T02,MISO,Solar,1.0,1.0,1.0,1.0
2024-09-21T02,MISO,Wind,8615.0,8615.0,8615.0,8615.0
2024-09-21T02,PJM,Coal,13506.0,13506.0,13506.0,13506.0
2024-09-21T02,PJM,Hydro,579.0,579.0,579.0,579.0
2024-09-21T02,PJM,Natural Gas,48826.0,48826.0,48826.0,48826.0
2024-09-21T02,PJM,Nuclear,31410.0,31410.0,31410.0,31410.0
2024-09-21T02,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T02,PJM,Wind,556.0,556.0,556.0,556.0
2024-09-21T03,MISO,Coal,27326.0,27326.0,27326.0,27326.0
2024-09-21T03,MISO,Hydro,393.0,393.0,393.0,393.0
2024-09-21T03,MISO,Natural Gas,34413.0,34413.0,34413.0,34413.0
2024-09-21T03,MISO,Nuclear,10715.0,10715.0,10715.0,10715.0
2024-09-21T03,MISO,Solar,1.0,1.0,1.0,1.0
2024-09-21T03,MISO,Wind,10257.0,10257.0,10257.0,10257.0
2024-09-21T03,PJM,Coal,13113.0,13113.0,13113.0,13113.0
2024-09-21T03,PJM,Hydro,197.0,197.0,197.0,197.0
2024-09-21T03,PJM,Natural Gas,44704.0,44704.0,44704.0,44704.0
2024-09-21T03,PJM,Nuclear,31403.0,31403.0,31403.0,31403.0
2024-09-21T03,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T03,PJM,Wind,496.0,496.0,496.0,496.0
2024-09-21T04,MISO,Coal,25918.0,25918.0,25918.0,25918.0
2024-09-21T04,MISO,Hydro,328.0,328.0,328.0,328.0
2024-09-21T04,MISO,Natural Gas,30128.0,30128.0,30128.0,30128.0
2024-09-21T04,MISO,Nuclear,10719.0,10719.0,10719.0,10719.0
2024-09-21T04,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T04,MISO,Wind,12033.0,12033.0,12033.0,12033.0
2024-09-21T04,PJM,Coal,10292.0,10292.0,10292.0,10292.0
2024-09-21T04,PJM,Hydro,201.0,201.0,201.0,201.0
2024-09-21T04,PJM,Natural Gas,43860.0,43860.0,43860.0,43860.0
2024-09-21T04,PJM,Nuclear,31187.0,31187.0,31187.0,31187.0
2024-09-21T04,PJM,Solar,11.0,11.0,11.0,11.0
2024-09-21T04,PJM,Wind,3893.0,3893.0,3893.0,3893.0
2024-09-21T05,MISO,Coal,24068.0,24068.0,24068.0,24068.0
2024-09-21T05,MISO,Hydro,317.0,317.0,317.0,317.0
2024-09-21T05,MISO,Natural Gas,27844.0,27844.0,27844.0,27844.0
2024-09-21T05,MISO,Nuclear,10723.0,10723.0,10723.0,10723.0
2024-09-21T05,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T05,MISO,Wind,12157.0,12157.0,12157.0,12157.0
2024-09-21T05,PJM,Coal,11773.0,11773.0,11773.0,11773.0
2024-09-21T05,PJM,Hydro,191.0,191.0,191.0,191.0
2024-09-21T05,PJM,Natural Gas,39171.0,39171.0,39171.0,39171.0
2024-09-21T05,PJM,Nuclear,31348.0,31348.0,31348.0,31348.0
2024-09-21T05,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T05,PJM,Wind,717.0,717.0,717.0,717.0
2024-09-21T06,MISO,Coal,22354.0,22354.0,22354.0,22354.0
2024-09-21T06,MISO,Hydro,318.0,318.0,318.0,318.0
2024-09-21T06,MISO,Natural Gas,25522.0,25522.0,25522.0,25522.0
2024-09-21T06,MISO,Nuclear,10725.0,10725.0,10725.0,10725.0
2024-09-21T06,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T06,MISO,Wind,12994.0,12994.0,12994.0,12994.0
2024-09-21T06,PJM,Coal,10671.0,10671.0,10671.0,10671.0
2024-09-21T06,PJM,Hydro,186.0,186.0,186.0,186.0
2024-09-21T06,PJM,Natural Gas,38136.0,38136.0,38136.0,38136.0
2024-09-21T06,PJM,Nuclear,31360.0,31360.0,31360.0,31360.0
2024-09-21T06,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T06,PJM,Wind,707.0,707.0,707.0,707.0
2024-09-21T07,MISO,Coal,20117.0,20117.0,20117.0,20117.0
2024-09-21T07,MISO,Hydro,318.0,318.0,318.0,318.0
2024-09-21T07,MISO,Natural Gas,24355.0,24355.0,24355.0,24355.0
2024-09-21T07,MISO,Nuclear,10731.0,10731.0,10731.0,10731.0
2024-09-21T07,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T07,MISO,Wind,13620.0,13620.0,13620.0,13620.0
2024-09-21T07,PJM,Coal,10019.0,10019.0,10019.0,10019.0
2024-09-21T07,PJM,Hydro,186.0,186.0,186.0,186.0
2024-09-21T07,PJM,Natural Gas,36443.0,36443.0,36443.0,36443.0
2024-09-21T07,PJM,Nuclear,31368.0,31368.0,31368.0,31368.0
2024-09-21T07,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T07,PJM,Wind,695.0,695.0,695.0,695.0
2024-09-21T08,MISO,Coal,18302.0,18302.0,18302.0,18302.0
2024-09-21T08,MISO,Hydro,302.0,302.0,302.0,302.0
2024-09-21T08,MISO,Natural Gas,23901.0,23901.0,23901.0,23901.0
2024-09-21T08,MISO,Nuclear,10739.0,10739.0,10739.0,10739.0
2024-09-21T08,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T08,MISO,Wind,14004.0,14004.0,14004.0,14004.0
2024-09-21T08,PJM,Coal,9871.0,9871.0,9871.0,9871.0
2024-09-21T08,PJM,Hydro,194.0,194.0,194.0,194.0
2024-09-21T08,PJM,Natural Gas,37003.0,37003.0,37003.0,37003.0
2024-09-21T08,PJM,Nuclear,31380.0,31380.0,31380.0,31380.0
2024-09-21T08,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T08,PJM,Wind,538.0,538.0,538.0,538.0
2024-09-21T09,MISO,Coal,16990.0,16990.0,16990.0,16990.0
2024-09-21T09,MISO,Hydro,296.0,296.0,296.0,296.0
2024-09-21T09,MISO,Natural Gas,22711.0,22711.0,22711.0,22711.0
2024-09-21T09,MISO,Nuclear,10744.0,10744.0,10744.0,10744.0
2024-09-21T09,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T09,MISO,Wind,14521.0,14521.0,14521.0,14521.0
2024-09-21T09,PJM,Coal,9762.0,9762.0,9762.0,9762.0
2024-09-21T09,PJM,Hydro,207.0,207.0,207.0,207.0
2024-09-21T09,PJM,Natural Gas,37194.0,37194.0,37194.0,37194.0
2024-09-21T09,PJM,Nuclear,31381.0,31381.0,31381.0,31381.0
2024-09-21T09,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T09,PJM,Wind,488.0,488.0,488.0,488.0
2024-09-21T10,MISO,Coal,16493.0,16493.0,16493.0,16493.0
2024-09-21T10,MISO,Hydro,296.0,296.0,296.0,296.0
2024-09-21T10,MISO,Natural Gas,22728.0,22728.0,22728.0,22728.0
2024-09-21T10,MISO,Nuclear,10749.0,10749.0,10749.0,10749.0
2024-09-21T10,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T10,MISO,Wind,14659.0,14659.0,14659.0,14659.0
2024-09-21T10,PJM,Coal,9805.0,9805.0,9805.0,9805.0
2024-09-21T10,PJM,Hydro,205.0,205.0,205.0,205.0
2024-09-21T10,PJM,Natural Gas,37984.0,37984.0,37984.0,37984.0
2024-09-21T10,PJM,Nuclear,31395.0,31395.0,31395.0,31395.0
2024-09-21T10,PJM,Solar,8.0,8.0,8.0,8.0
2024-09-21T10,PJM,Wind,575.0,575.0,575.0,575.0
2024-09-21T11,MISO,Coal,16433.0,16433.0,16433.0,16433.0
2024-09-21T11,MISO,Hydro,305.0,305.0,305.0,305.0
2024-09-21T11,MISO,Natural Gas,23336.0,23336.0,23336.0,23336.0
2024-09-21T11,MISO,Nuclear,10751.0,10751.0,10751.0,10751.0
2024-09-21T11,MISO,Solar,0.0,0.0,0.0,0.0
2024-09-21T11,MISO,Wind,14407.0,14407.0,14407.0,14407.0
2024-09-21T11,PJM,Coal,10514.0,10514.0,10514.0,10514.0
2024-09-21T11,PJM,Hydro,206.0,206.0,206.0,206.0
2024-09-21T11,PJM,Natural Gas,39094.0,39094.0,39094.0,39094.0
2024-09-21T11,PJM,Nuclear,31430.0,31430.0,31430.0,31430.0
2024-09-21T11,PJM,Solar,134.0,134.0,134.0,134.0
2024-09-21T11,PJM,Wind,633.0,633.0,633.0,633.0
2024-09-21T12,MISO,Coal,16945.0,16945.0,16945.0,16945.0
2024-09-21T12,MISO,Hydro,306.0,306.0,306.0,306.0
2024-09-21T12,MISO,Natural Gas,23792.0,23792.0,23792.0,23792.0
2024-09-21T12,MISO,Nuclear,10725.0,10725.0,10725.0,10725.0
2024-09-21T12,MISO,Solar,1.0,1.0,1.0,1.0
2024-09-21T12,MISO,Wind,14305.0,14305.0,14305.0,14305.0
2024-09-21T12,PJM,Coal,10468.0,10468.0,10468.0,10468.0
2024-09-21T12,PJM,Hydro,226.0,226.0,226.0,226.0
2024-09-21T12,PJM,Natural Gas,38866.0,38866.0,38866.0,38866.0
2024-09-21T12,PJM,Nuclear,31443.0,31443.0,31443.0,31443.0
2024-09-21T12,PJM,Solar,2278.0,2278.0,2278.0,2278.0
2024-09-21T12,PJM,Wind,1107.0,1107.0,1107.0,1107.0
2024-09-21T13,MISO,Coal,17482.0,17482.0,17482.0,17482.0
2024-09-21T13,MISO,Hydro,306.0,306.0,306.0,306.0
2024-09-21T13,MISO,Natural Gas,24274.0,24274.0,24274.0,24274.0
2024-09-21T13,MISO,Nuclear,10731.0,10731.0,10731.0,10731.0
2024-09-21T13,MISO,Solar,800.0,800.0,800.0,800.0
2024-09-21T13,MISO,Wind,13995.0,13995.0,13995.0,13995.0
2024-09-21T13,PJM,Coal,10543.0,10543.0,10543.0,10543.0
2024-09-21T13,PJM,Hydro,224.0,224.0,224.0,224.0
2024-09-21T13,PJM,Natural Gas,39024.0,39024.0,39024.0,39024.0
2024-09-21T13,PJM,Nuclear,31444.0,31444.0,31444.0,31444.0
2024-09-21T13,PJM,Solar,5330.0,5330.0,5330.0,5330.0
2024-09-21T13,PJM,Wind,1223.0,1223.0,1223.0,1223.0
2024-09-21T14,MISO,Coal,17437.0,17437.0,17437.0,17437.0
2024-09-21T14,MISO,Hydro,330.0,330.0,330.0,330.0
2024-09-21T14,MISO,Natural Gas,24355.0,24355.0,24355.0,24355.0
2024-09-21T14,MISO,Nuclear,10751.0,10751.0,10751.0,10751.0
2024-09-21T14,MISO,Solar,3870.0,3870.0,3870.0,3870.0
2024-09-21T14,MISO,Wind,13122.0,13122.0,13122.0,13122.0
2024-09-21T14,PJM,Coal,11180.0,11180.0,11180.0,11180.0
2024-09-21T14,PJM,Hydro,240.0,240.0,240.0,240.0
2024-09-21T14,PJM,Natural Gas,41743.0,41743.0,41743.0,41743.0
2024-09-21T14,PJM,Nuclear,31436.0,31436.0,31436.0,31436.0
2024-09-21T14,PJM,Solar,6107.0,6107.0,6107.0,6107.0
2024-09-21T14,PJM,Wind,925.0,925.0,925.0,925.0
2024-09-21T15,MISO,Coal,18844.0,18844.0,18844.0,18844.0
2024-09-21T15,MISO,Hydro,333.0,333.0,333.0,333.0
2024-09-21T15,MISO,Natural Gas,27179.0,27179.0,27179.0,27179.0
2024-09-21T15,MISO,Nuclear,10741.0,10741.0,10741.0,10741.0
2024-09-21T15,MISO,Solar,5647.0,5647.0,5647.0,5647.0
2024-09-21T15,MISO,Wind,10638.0,10638.0,10638.0,10638.0
2024-09-21T15,PJM,Coal,12187.0,12187.0,12187.0,12187.0
2024-09-21T15,PJM,Hydro,255.0,255.0,255.0,255.0
2024-09-21T15,PJM,Natural Gas,43630.0,43630.0,43630.0,43630.0
2024-09-21T15,PJM,Nuclear,31415.0,31415.0,31415.0,31415.0
2024-09-21T15,PJM,Solar,6549.0,6549.0,6549.0,6549.0
2024-09-21T15,PJM,Wind,831.0,831.0,831.0,831.0
2024-09-21T16,MISO,Coal,22009.0,22009.0,22009.0,22009.0
2024-09-21T16,MISO,Hydro,345.0,345.0,345.0,345.0
2024-09-21T16,MISO,Natural Gas,29911.0,29911.0,29911.0,29911.0
2024-09-21T16,MISO,Nuclear,10725.0,10725.0,10725.0,10725.0
2024-09-21T16,MISO,Solar,6095.0,6095.0,6095.0,6095.0
2024-09-21T16,MISO,Wind,10041.0,10041.0,10041.0,10041.0
2024-09-21T16,PJM,Coal,12261.0,12261.0,12261.0,12261.0
2024-09-21T16,PJM,Hydro,1136.0,1136.0,1136.0,1136.0
2024-09-21T16,PJM,Natural Gas,44672.0,44672.0,44672.0,44672.0
2024-09-21T16,PJM,Nuclear,31377.0,31377.0,31377.0,31377.0
2024-09-21T16,PJM,Solar,6771.0,6771.0,6771.0,6771.0
2024-09-21T16,PJM,Wind,1144.0,1144.0,1144.0,1144.0
2024-09-21T17,MISO,Coal,23036.0,23036.0,23036.0,23036.0
2024-09-21T17,MISO,Hydro,456.0,456.0,456.0,456.0
2024-09-21T17,MISO,Natural Gas,32601.0,32601.0,32601.0,32601.0
2024-09-21T17,MISO,Nuclear,10706.0,10706.0,10706.0,10706.0
2024-09-21T17,MISO,Solar,5974.0,5974.0,5974.0,5974.0
2024-09-21T17,MISO,Wind,10763.0,10763.0,10763.0,10763.0
